genero,edad,area,modalidad_cursado,nombre_de_la_oferta,fecha_inicio,finalizacion
Masculino,38,Coordinacion de gobierno,Charla,Tramitacion online ciclo de inspecciones y final de obra,05-10-2021,05-10-2021
Femenino,56,Direccion de obras particulares,Charla,Tramitacion online ciclo de inspecciones y final de obra,05-10-2021,05-10-2021
Masculino,34,Direccion general  de fiscalizacion urbana,Tutorial,Sistema de autogestion de tramites,05-10-2021,05-10-2021
Masculino,62,Direccion general de limpieza urbana,Tutorial,Sistema de autogestion de tramites,05-10-2021,05-10-2021
Masculino,65,Subsecretaria de contralor ambiental,Tutorial,Sistema de autogestion de tramites,05-10-2021,05-10-2021
Masculino,62,Subsecretaria de salud,Tutorial,Sistema de autogestion de tramites,05-10-2021,05-10-2021
Masculino,38,Coordinacion de gobierno,Tutorial,Sistema de autogestion de tramites,05-10-2021,05-10-2021
Femenino,62,Subsecretaria de salud,Taller,Stand up contra el acoso callejero,07-10-2021,07-10-2021
Femenino,48,Subsecretaria de coordinacion politica,Taller,Stand up contra el acoso callejero,07-10-2021,07-10-2021
Femenino,35,Cdi Mitai Roga,Taller,Stand up contra el acoso callejero,07-10-2021,07-10-2021
Femenino,37,Juzgado de faltas,Taller,Stand up contra el acoso callejero,07-10-2021,07-10-2021
Femenino,32,Secretaria de turismo cultura y deportes,Curso,Excel nivel 1,09-10-2021,29-10-2021
Femenino,33,Jefatura de personal,Curso,Excel nivel 1,09-10-2021,29-10-2021
Femenino,43,Direccion general de playas,Curso,Excel nivel 1,09-10-2021,29-10-2021
Masculino,38,Punta tacuara,Curso,Excel nivel 1,09-10-2021,29-10-2021
Masculino,48,Promocion turistica,Curso,Excel nivel 1,09-10-2021,29-10-2021
Masculino,26,Punta tacuara,Curso,Excel nivel 1,09-10-2021,29-10-2021
Femenino,32,Centro de informes,Curso,Excel nivel 1,09-10-2021,29-10-2021
Femenino,59,Subsecretaria de turismo,Curso,Excel nivel 1,09-10-2021,29-10-2021
Femenino,37,Direccion general de desarrollo turistico,Curso,Excel nivel 1,09-10-2021,29-10-2021
Femenino,40,Punta tacuara,Curso,Excel nivel 1,09-10-2021,29-10-2021
Femenino,27,Administracion,Curso,Excel nivel 1,09-10-2021,29-10-2021
Femenino,31,Direccion general de grandes eventos,Curso,Excel nivel 1,09-10-2021,29-10-2021
Masculino,35,Direccion general de desarrollo turistico,Curso,Excel nivel 1,09-10-2021,29-10-2021
Femenino,51,Direccion general de legal y administracion,Curso,Excel nivel 1,09-10-2021,29-10-2021
Femenino,42,Cdi mitai roga,Curso,Herramientas de google,26-10-2021,10-11-2021
Femenino,28,Subsecretaria de politicas sociales,Curso,Herramientas de google,26-10-2021,10-11-2021
Femenino,34,Direccion de genero y diversidad,Curso,Herramientas de google,26-10-2021,10-11-2021
Femenino,28,Libreta sanitaria,Curso,Herramientas de google,26-10-2021,10-11-2021
Femenino,42,Delegacion municipal,Curso,Herramientas de google,26-10-2021,10-11-2021
Femenino,37,Direccion de ninez adolescencia y familia,Curso,Herramientas de google,26-10-2021,10-11-2021
Femenino,48,Subsecretaria de politicas sociales,Curso,Herramientas de google,26-10-2021,10-11-2021
Femenino,40,Direccion de adultos mayores,Curso,Herramientas de google,26-10-2021,10-11-2021
Femenino,39,Direccion general de adultos mayores,Curso,Herramientas de google,26-10-2021,10-11-2021
Femenino,47,Odontologia,Jornada,Jornada odontologica municipal ,27-10-2021,27-10-2021
Masculino,51,Atencion primaria de salud,Jornada,Jornada odontologica municipal ,27-10-2021,27-10-2021
Femenino,49,Saps,Jornada,Jornada odontologica municipal ,27-10-2021,27-10-2021
Masculino,34,Saps,Jornada,Jornada odontologica municipal ,27-10-2021,27-10-2021
Femenino,38,Subsecretaria de salud,Jornada,Jornada odontologica municipal ,27-10-2021,27-10-2021
Femenino,59,Secretaria de salud,Jornada,Jornada odontologica municipal ,27-10-2021,27-10-2021
Masculino,56,Saps,Jornada,Jornada odontologica municipal ,27-10-2021,27-10-2021
Femenino,39,Saps,Jornada,Jornada odontologica municipal ,27-10-2021,27-10-2021
Masculino,47,Saps,Jornada,Jornada odontologica municipal ,27-10-2021,27-10-2021
Femenino,57,Saps,Jornada,Jornada odontologica municipal ,27-10-2021,27-10-2021
Femenino,29,Subsecretaria de salud,Jornada,Jornada odontologica municipal ,27-10-2021,27-10-2021
Femenino,35,Subsecretaria de salud,Jornada,Jornada odontologica municipal ,27-10-2021,27-10-2021
Femenino,42,Subsecretaria de salud,Jornada,Jornada odontologica municipal ,27-10-2021,27-10-2021
Masculino,35,Saps,Jornada,Jornada odontologica municipal ,27-10-2021,27-10-2021
Femenino,62,Subsecretaria de salud,Jornada,Jornada odontologica municipal ,27-10-2021,27-10-2021
Masculino,41,Subsecretaria de salud,Jornada,Jornada odontologica municipal ,27-10-2021,27-10-2021
Femenino,38,Saps,Jornada,Jornada odontologica municipal ,27-10-2021,27-10-2021
Masculino,35,Saps,Jornada,Jornada odontologica municipal ,27-10-2021,27-10-2021
Masculino,39,Saps,Jornada,Jornada odontologica municipal ,27-10-2021,27-10-2021
Masculino,35,Saps,Jornada,Jornada odontologica municipal ,27-10-2021,27-10-2021
Femenino,40,Saps,Jornada,Jornada odontologica municipal ,27-10-2021,27-10-2021
Masculino,50,Saps,Jornada,Jornada odontologica municipal ,27-10-2021,27-10-2021
Femenino,43,Subsecretaria de salud,Jornada,Jornada odontologica municipal ,27-10-2021,27-10-2021
Femenino,61,Saps,Jornada,Jornada odontologica municipal ,27-10-2021,27-10-2021
Femenino,34,Saps,Jornada,Jornada odontologica municipal ,27-10-2021,27-10-2021
Masculino,53,Saps,Jornada,Jornada odontologica municipal ,27-10-2021,27-10-2021
Femenino,49,Subsecretaria de salud,Jornada,Jornada odontologica municipal ,27-10-2021,27-10-2021
Femenino,40,Saps,Jornada,Jornada odontologica municipal ,27-10-2021,27-10-2021
Femenino,46,Saps,Jornada,Jornada odontologica municipal ,27-10-2021,27-10-2021
Femenino,49,Saps,Jornada,Jornada odontologica municipal ,27-10-2021,27-10-2021
Femenino,42,Subsecretaria de salud,Jornada,Jornada odontologica municipal ,27-10-2021,27-10-2021
Femenino,-,Saps,Jornada,Jornada odontologica municipal ,27-10-2021,27-10-2021
Femenino,43,Saps,Jornada,Jornada odontologica municipal ,27-10-2021,27-10-2021
NULL,NULL,Tramites,Curso,Comunicacion oral y escrita,28-10-2021,05-11-2021
Masculino,35,Departamento de inmuebles,Curso,Comunicacion oral y escrita,28-10-2021,05-11-2021
Femenino,51,Departamento de comunicacion,Curso,Comunicacion oral y escrita,28-10-2021,05-11-2021
Masculino,46,Rodados,Curso,Comunicacion oral y escrita,28-10-2021,05-11-2021
NULL,NULL,Call center,Curso,Comunicacion oral y escrita,28-10-2021,05-11-2021
Femenino,43,Direccion de catastro,Curso,Comunicacion oral y escrita,28-10-2021,05-11-2021
Femenino,35,Departamento de comunicacion,Curso,Comunicacion oral y escrita,28-10-2021,05-11-2021
Masculino,60,Direccion de gestion de deudas,Curso,Comunicacion oral y escrita,28-10-2021,05-11-2021
Masculino,35,Departamento de inmuebles,Curso,Comunicacion oral y escrita,28-10-2021,05-11-2021
Masculino,25,Tasas varias,Curso,Comunicacion oral y escrita,28-10-2021,05-11-2021
Femenino,54,Direccion de catastro,Curso,Comunicacion oral y escrita,28-10-2021,05-11-2021
Femenino,40,Tasas varias,Curso,Comunicacion oral y escrita,28-10-2021,05-11-2021
Femenino,53,Asesoria legal,Curso,Comunicacion oral y escrita,28-10-2021,05-11-2021
Femenino,53,Gestion de deudas,Curso,Comunicacion oral y escrita,28-10-2021,05-11-2021
NULL,NULL,Gestion de deudas,Curso,Comunicacion oral y escrita,28-10-2021,05-11-2021
NULL,NULL,Call center,Curso,Comunicacion oral y escrita,28-10-2021,05-11-2021
Femenino,45,Liquidacion,Curso,Comunicacion oral y escrita,28-10-2021,05-11-2021
Femenino,55,Gestion de deudas,Curso,Comunicacion oral y escrita,28-10-2021,05-11-2021
Femenino,42,Gestion de deudas,Curso,Comunicacion oral y escrita,28-10-2021,05-11-2021
Femenino,51,Rodados,Curso,Comunicacion oral y escrita,28-10-2021,05-11-2021
Femenino,56,Subsecretaria de contralor ambiental,Taller,Elaboracion de actas,11-11-2021,25-11-2021
Masculino,37,Subsecretaria de contralor ambiental,Taller,Elaboracion de actas,11-11-2021,25-11-2021
Masculino,61,Subsecretaria de contralor ambiental,Taller,Elaboracion de actas,11-11-2021,25-11-2021
Masculino,56,Subsecretaria de contralor ambiental,Taller,Elaboracion de actas,11-11-2021,25-11-2021
NULL,NULL,Atencion al ciudadano,Curso,Atencion al ciudadano a traves de las redes sociales,11-11-2021,12-11-2021
NULL,NULL,Atencion al ciudadano,Curso,Atencion al ciudadano a traves de las redes sociales,11-11-2021,12-11-2021
NULL,NULL,Atencion al ciudadano,Curso,Atencion al ciudadano a traves de las redes sociales,11-11-2021,12-11-2021
NULL,NULL,Atencion al ciudadano,Curso,Atencion al ciudadano a traves de las redes sociales,11-11-2021,12-11-2021
NULL,NULL,Atencion al ciudadano,Curso,Atencion al ciudadano a traves de las redes sociales,11-11-2021,12-11-2021
NULL,NULL,Atencion al ciudadano,Curso,Atencion al ciudadano a traves de las redes sociales,11-11-2021,12-11-2021
NULL,NULL,Atencion al ciudadano,Curso,Atencion al ciudadano a traves de las redes sociales,11-11-2021,12-11-2021
Femenino,24,Subsecretaria de salud,Jornada,Jornada de enfermeria,19-11-2021,20-11-2021
Femenino,53,Samun,Jornada,Jornada de enfermeria,19-11-2021,20-11-2021
Masculino,55,Saps,Jornada,Jornada de enfermeria,19-11-2021,20-11-2021
Femenino,63,Saps,Jornada,Jornada de enfermeria,19-11-2021,20-11-2021
Femenino,49,Saps,Jornada,Jornada de enfermeria,19-11-2021,20-11-2021
Femenino,42,Saps,Jornada,Jornada de enfermeria,19-11-2021,20-11-2021
Femenino,56,Enfermeria,Jornada,Jornada de enfermeria,19-11-2021,20-11-2021
Femenino,49,Saps,Jornada,Jornada de enfermeria,19-11-2021,20-11-2021
Femenino,54,Saps,Jornada,Jornada de enfermeria,19-11-2021,20-11-2021
Masculino,57,Saps,Jornada,Jornada de enfermeria,19-11-2021,20-11-2021
Femenino,48,Saps,Jornada,Jornada de enfermeria,19-11-2021,20-11-2021
Femenino,43,Saps,Jornada,Jornada de enfermeria,19-11-2021,20-11-2021
Femenino,47,Saps,Jornada,Jornada de enfermeria,19-11-2021,20-11-2021
Femenino,48,Saps,Jornada,Jornada de enfermeria,19-11-2021,20-11-2021
Femenino,54,Saps,Jornada,Jornada de enfermeria,19-11-2021,20-11-2021
Femenino,42,Samun,Jornada,Jornada de enfermeria,19-11-2021,20-11-2021
Femenino,42,Saps,Jornada,Jornada de enfermeria,19-11-2021,20-11-2021
Femenino,50,Saps,Jornada,Jornada de enfermeria,19-11-2021,20-11-2021
Femenino,50,Saps,Jornada,Jornada de enfermeria,19-11-2021,20-11-2021
Femenino,49,Saps,Jornada,Jornada de enfermeria,19-11-2021,20-11-2021
Masculino,44,Saps,Jornada,Jornada de enfermeria,19-11-2021,20-11-2021
NULL,NULL,Saps,Jornada,Jornada de enfermeria,19-11-2021,20-11-2021
Masculino,53,Saps,Jornada,Jornada de enfermeria,19-11-2021,20-11-2021
Masculino,52,Saps,Jornada,Jornada de enfermeria,19-11-2021,20-11-2021
Femenino,51,Saps,Jornada,Jornada de enfermeria,19-11-2021,20-11-2021
Femenino,57,Saps,Jornada,Jornada de enfermeria,19-11-2021,20-11-2021
Masculino,57,Saps,Jornada,Jornada de enfermeria,19-11-2021,20-11-2021
Femenino,66,Saps,Jornada,Jornada de enfermeria,19-11-2021,20-11-2021
Femenino,38,Saps,Jornada,Jornada de enfermeria,19-11-2021,20-11-2021
Femenino,52,Saps,Jornada,Jornada de enfermeria,19-11-2021,20-11-2021
Femenino,46,Subsecretaria De Contralor Ambiental,Taller,Practicas administrativas,1/12/2021,1/12/2021
Femenino,55,Subsecretaria Contralor Ambiental,Taller,Practicas administrativas,1/12/2021,1/12/2021
Femenino,58,Direccion De Abastecimiento Y Transporte Alimentario ,Taller,Practicas administrativas,1/12/2021,1/12/2021
Femenino,58,Direccion De Inspeccion  Comercial ,Taller,Practicas administrativas,1/12/2021,1/12/2021
Femenino,28,Subsecretaria De Contralor Ambiental,Taller,Practicas administrativas,1/12/2021,1/12/2021
Masculino,53,Sub Secretaria De Ambiente,Taller,Practicas administrativas,1/12/2021,1/12/2021
Femenino,45,Subsecretaria De Contralor Ambiental ,Taller,Practicas administrativas,1/12/2021,1/12/2021
Masculino,59,Subsecretaria De Contralor Ambiental ,Taller,Practicas administrativas,1/12/2021,1/12/2021
Femenino,48,Inspeccion Comercial,Taller,Practicas administrativas,1/12/2021,1/12/2021
Masculino,53,Direccion De Inspeccion Comercial,Taller,Practicas administrativas,1/12/2021,1/12/2021
Femenino,64,Dir. De Inspeccion Comercial,Taller,Practicas administrativas,1/12/2021,1/12/2021
Femenino,47,Subsecretaria De Contralor Ambiental ,Taller,Practicas administrativas,1/12/2021,1/12/2021
Masculino,55,Sube Secretaria De Ambiente,Taller,Practicas administrativas,1/12/2021,1/12/2021
Masculino,57,Subsecretaria De Contralor Ambiental,Taller,Practicas administrativas,1/12/2021,1/12/2021
Masculino,53,Subsecretaria De Contralor Ambiental ,Taller,Practicas administrativas,1/12/2021,1/12/2021
Femenino,34,Transporte De Productos Alimenticios,Taller,Practicas administrativas,1/12/2021,1/12/2021
Femenino,34,Subsecretaria De Contralor Ambiental,Taller,Practicas administrativas,1/12/2021,1/12/2021
